종목코드,CMP_KOR,SEC_NM_KOR,BPS,PER,PBR,EPS,DIV,DPS,매출액,영업이익,당기순이익,ROA,ROE,베타,MKT_VAL
002020,코오롱,산업재,64159.0,2.4,0.38,10125.0,2.26,550.0,14022.0,804.0,478.0,5.5,21.4,1.19,144503.0
049180,셀루메드,산업재,1212.0,23.71,4.11,210.0,0.0,0.0,348.0,1.0,6.0,6.6,11.6,0.53,144228.0
023410,유진기업,산업재,12368.0,3.05,0.27,1079.0,5.16,170.0,3684.0,285.0,-272.0,2.1,4.9,0.88,142654.0
010170,대한광통신,산업재,1401.0,0.0,1.85,0.0,0.0,0.0,474.0,4.0,-7.0,-1.9,-4.5,0.9,141333.0
000490,대동,산업재,16953.0,6.03,0.58,1619.0,0.82,80.0,4573.0,461.0,368.0,7.1,25.4,0.92,140291.0
036800,나이스정보통신,산업재,29620.0,6.48,0.93,4245.0,2.15,590.0,2047.0,136.0,114.0,4.6,14.0,0.77,140250.0
108490,로보티즈,산업재,6164.0,334.62,3.53,65.0,0.0,0.0,60.0,-7.0,-7.0,-2.2,-2.7,1.41,140146.0
183190,아세아시멘트,산업재,23262.0,3.74,0.39,2431.0,2.48,225.0,2783.0,413.0,237.0,2.0,4.4,0.97,134569.0
004980,성신양회,산업재,16637.0,30.57,0.48,261.0,2.51,200.0,2881.0,139.0,75.0,0.3,0.8,1.07,133034.0
002990,금호건설,산업재,18202.0,1.77,0.4,4130.0,10.97,800.0,5491.0,203.0,122.0,2.1,6.0,0.69,129308.0
035890,서희건설,산업재,2965.0,1.78,0.4,671.0,4.18,50.0,4070.0,639.0,271.0,7.2,16.4,0.8,129072.0
038500,삼표시멘트,산업재,6110.0,17.87,0.56,190.0,2.21,75.0,1751.0,129.0,65.0,0.3,0.7,0.94,128232.0
094820,일진파워,산업재,7467.0,13.72,1.88,1024.0,2.35,330.0,546.0,56.0,50.0,11.6,17.8,0.94,127114.0
002150,도화엔지니어링,산업재,7976.0,17.74,1.0,451.0,3.5,280.0,1424.0,38.0,42.0,2.4,4.6,0.61,126787.0
126340,비나텍,산업재,9398.0,29.93,4.51,1415.0,0.0,0.0,212.0,48.0,58.0,14.0,29.2,0.92,125054.0
013120,동원개발,산업재,10534.0,4.17,0.32,799.0,4.5,150.0,1281.0,106.0,79.0,6.3,8.3,0.75,120956.0
045100,한양이엔지,산업재,23732.0,4.99,0.55,2635.0,4.18,550.0,2914.0,217.0,191.0,9.3,14.3,1.21,120717.0
075580,세진중공업,산업재,2983.0,20.98,2.09,297.0,2.41,150.0,889.0,122.0,107.0,0.9,3.1,0.87,120419.0
001520,동양,산업재,4010.0,11.42,0.23,81.0,4.32,40.0,1918.0,42.0,-5.0,-0.5,-0.7,0.81,117015.0
065450,빅텍,산업재,2034.0,33.97,3.07,184.0,0.48,30.0,181.0,5.0,-1.0,2.1,3.5,0.42,116402.0
003300,한일홀딩스,산업재,44782.0,7.52,0.25,1462.0,5.0,550.0,5309.0,721.0,854.0,4.6,7.4,0.59,115315.0
090360,로보스타,산업재,8829.0,105.06,2.0,168.0,0.0,0.0,320.0,-6.0,5.0,0.8,1.3,1.61,115299.0
001880,DL건설,산업재,41105.0,1.92,0.37,7911.0,4.95,750.0,4660.0,276.0,179.0,2.9,4.9,1.07,113596.0
297090,씨에스베어링,산업재,2705.0,0.0,3.25,0.0,0.0,0.0,183.0,-9.0,-21.0,-5.9,-12.0,1.26,111672.0
044450,KSS해운,산업재,15261.0,3.58,0.59,2497.0,3.91,350.0,1092.0,148.0,171.0,4.2,17.3,0.74,111449.0
001250,GS글로벌,산업재,4013.0,9.89,0.7,283.0,0.0,0.0,13699.0,199.0,193.0,4.3,18.5,0.87,110925.0
019210,와이지-원,산업재,9269.0,8.32,0.62,690.0,3.14,180.0,1339.0,173.0,101.0,4.6,12.0,0.77,110561.0
382900,범한퓨얼셀,산업재,3756.0,42.63,7.0,617.0,0.0,0.0,146.0,9.0,7.0,3.3,4.7,1.24197,108295.0
091810,티웨이항공,산업재,306.0,0.0,5.13,0.0,0.0,0.0,937.0,-295.0,-447.0,-20.0,-246.9,0.73,108239.0
079430,현대리바트,산업재,24314.0,13.71,0.38,671.0,1.09,100.0,3601.0,-3.0,-6.0,0.4,0.6,0.85,107687.0
064820,케이프,산업재,6508.0,4.65,0.66,931.0,2.31,100.0,1701.0,-23.0,-13.0,0.4,4.6,0.62,106920.0
036190,금화피에스시,산업재,46357.0,7.45,0.63,3919.0,4.45,1300.0,876.0,149.0,116.0,9.8,11.3,0.42,105120.0
095190,이엠코리아,산업재,2086.0,0.0,1.36,0.0,0.0,0.0,256.0,15.0,9.0,-0.3,-0.5,1.11,104839.0
033100,제룡전기,산업재,3683.0,136.85,2.71,73.0,0.5,50.0,131.0,10.0,13.0,2.1,2.8,0.86,104301.0
054180,메디콕스,산업재,7000.0,0.0,1.51,0.0,0.0,0.0,56.0,-19.0,-58.0,-14.3,-23.5,0.85,103939.0
028100,동아지질,산업재,18086.0,33.01,0.75,412.0,2.57,350.0,720.0,-77.0,-64.0,-2.4,-4.1,1.0,103203.0
105840,우진,산업재,7106.0,0.0,1.27,0.0,1.11,100.0,315.0,42.0,21.0,4.6,6.1,0.74,102545.0
060310,3S,산업재,829.0,72.73,2.9,33.0,0.0,0.0,71.0,2.0,4.0,2.6,4.4,1.2,102168.0
009160,SIMPAC,산업재,9786.0,2.9,0.48,1621.0,4.26,200.0,1889.0,402.0,315.0,15.4,24.6,0.78,101481.0
114190,강원에너지,산업재,1095.0,24.74,6.48,287.0,0.0,0.0,204.0,4.0,-14.0,-4.3,-6.4,0.0,100156.0
274090,켄코아에어로스페이스,산업재,2169.0,0.0,6.25,0.0,0.0,0.0,187.0,43.0,43.0,2.2,8.1,1.04,99573.0
036890,진성티이씨,산업재,8441.0,9.82,1.0,856.0,2.38,200.0,1209.0,100.0,95.0,9.2,19.7,1.04,98319.0
026150,특수건설,산업재,5910.0,0.0,1.34,0.0,0.0,0.0,524.0,-5.0,-11.0,1.4,2.5,1.24,96008.0
002780,진흥기업,산업재,1166.0,3.51,1.11,367.0,0.0,0.0,1619.0,122.0,91.0,11.0,21.6,0.89,95706.0
388720,유일로보틱스,산업재,3282.0,35.52,7.59,701.0,0.0,0.0,84.0,-6.0,-2.0,-0.3,-0.5,1.534,94012.0
011370,서한,산업재,3583.0,2.26,0.29,460.0,3.85,40.0,1964.0,190.0,152.0,6.4,14.5,1.05,93388.0
016800,퍼시스,산업재,54249.0,5.65,0.51,4917.0,3.96,1100.0,1030.0,104.0,-72.0,-1.9,-2.2,0.19,92713.0
009070,KCTC,산업재,7431.0,5.9,0.54,681.0,1.49,60.0,2406.0,113.0,79.0,6.0,14.3,1.04,91542.0
049720,고려신용정보,산업재,2380.0,18.79,5.59,708.0,2.26,300.0,373.0,33.0,26.0,11.8,28.6,0.34,91291.0
013580,계룡건설,산업재,78914.0,1.02,0.23,17601.0,4.46,800.0,7505.0,167.0,86.0,2.2,7.7,1.13,89773.0
090850,현대이지웰,산업재,3403.0,8.33,1.59,648.0,1.3,70.0,231.0,44.0,34.0,10.9,22.7,0.68,89761.0
014200,광림,산업재,1593.0,0.0,0.86,0.0,0.0,0.0,556.0,53.0,-182.0,-12.3,-29.0,0.89,89473.0
073640,테라사이언스,산업재,665.0,0.0,2.05,0.0,0.0,0.0,56.0,1.0,16.0,2.4,4.7,0.49,89464.0
361390,제노코,산업재,4160.0,25.54,5.11,832.0,0.24,50.0,144.0,28.0,21.0,8.4,16.8,0.45,89259.0
067390,아스트,산업재,5201.0,0.0,0.79,0.0,0.0,0.0,437.0,15.0,-35.0,-2.7,-8.2,0.9,88663.0
066980,이엔코퍼레이션,산업재,2462.0,4.94,1.13,564.0,0.0,0.0,738.0,38.0,23.0,0.3,0.3,0.41,87864.0
044060,조광ILI,산업재,1082.0,55.6,1.28,25.0,0.0,0.0,94.0,22.0,-35.0,-8.6,-12.0,0.75,87825.0
095570,AJ네트웍스,산업재,8075.0,4.17,0.88,1707.0,3.79,270.0,2842.0,202.0,97.0,3.0,11.1,0.48,86677.0
000390,삼화페인트,산업재,12494.0,0.0,0.48,0.0,1.67,100.0,1761.0,112.0,75.0,2.7,5.7,0.79,86363.0
007820,에스엠코어,산업재,3436.0,0.0,1.71,0.0,0.85,50.0,235.0,8.0,18.0,4.3,6.0,0.91,85847.0
036560,영풍정밀,산업재,20308.0,14.88,0.55,746.0,3.15,350.0,213.0,36.0,30.0,5.4,6.3,0.72,85664.0
013570,디와이,산업재,13963.0,0.0,0.42,0.0,2.07,120.0,2599.0,75.0,61.0,2.3,2.7,1.11,85486.0
053590,한국테크놀로지,산업재,137.0,0.0,5.69,0.0,0.0,0.0,1174.0,-11.0,-8.0,-7.1,-65.3,0.69,85327.0
043220,티에스넥스젠,산업재,497.0,0.0,2.0,0.0,0.0,0.0,46.0,-14.0,-52.0,-14.1,-27.3,0.88,84149.0
043910,자연과환경,산업재,723.0,0.0,1.52,0.0,0.0,0.0,191.0,6.0,3.0,1.1,2.6,0.96,84146.0
003070,코오롱글로벌,산업재,23514.0,2.66,0.62,5454.0,3.45,500.0,12378.0,656.0,487.0,6.7,28.0,0.91,84077.0
109610,에스와이,산업재,3570.0,14.75,0.81,197.0,0.0,0.0,1512.0,56.0,88.0,5.1,11.8,0.82,83825.0
000700,유수홀딩스,산업재,13108.0,6.52,0.49,991.0,6.19,400.0,1480.0,122.0,154.0,10.4,11.0,0.59,82433.0
010820,퍼스텍,산업재,906.0,39.01,3.49,81.0,0.0,0.0,391.0,2.0,-2.0,-0.9,-4.0,0.82,82012.0
067900,와이엔텍,산업재,10590.0,6.53,0.79,1281.0,0.0,0.0,303.0,79.0,52.0,6.3,9.5,0.86,80639.0
018310,삼목에스폼,산업재,29100.0,6.81,0.57,2432.0,0.6,100.0,863.0,164.0,173.0,10.3,14.4,1.07,80284.0
007210,벽산,산업재,4049.0,0.0,0.49,0.0,0.51,10.0,1339.0,76.0,47.0,2.9,5.5,1.09,80092.0
124560,태웅로직스,산업재,3292.0,2.67,1.4,1726.0,2.17,100.0,3690.0,439.0,380.0,37.7,85.9,1.09,79522.0
277880,티에스아이,산업재,2193.0,137.3,3.94,63.0,0.0,0.0,408.0,1.0,44.0,9.0,25.9,0.52,79020.0
267320,나인테크,산업재,656.0,0.0,4.62,0.0,0.0,0.0,147.0,8.0,-13.0,-1.5,-8.1,1.09,78785.0
060370,KT서브마린,산업재,4848.0,0.0,1.3,0.0,0.48,30.0,112.0,-18.0,-1.0,0.8,0.8,1.05,78393.0
015860,일진홀딩스,산업재,9069.0,9.76,0.47,437.0,3.52,150.0,3850.0,101.0,80.0,2.9,6.7,1.22,77873.0
206400,베노홀딩스,산업재,3105.0,8.76,1.04,367.0,0.0,0.0,61.0,-6.0,-107.0,-19.1,-28.2,0.56,77869.0
024880,케이피에프,산업재,9417.0,0.0,0.78,0.0,0.0,0.0,2072.0,103.0,66.0,4.2,17.4,1.06,77375.0
004140,동방,산업재,2706.0,0.0,0.79,0.0,0.0,0.0,1893.0,38.0,7.0,0.9,3.4,1.1,76995.0
186230,그린플러스,산업재,5128.0,0.0,2.43,0.0,0.0,0.0,218.0,13.0,-19.0,-1.7,-1.5,0.88,76785.0
068400,SK렌터카,산업재,10651.0,15.58,0.66,453.0,0.0,0.0,2990.0,273.0,117.0,1.4,8.3,0.89,76783.0
005960,동부건설,산업재,24388.0,1.72,0.36,5103.0,10.25,900.0,3275.0,86.0,27.0,6.3,14.8,0.81,76318.0
377450,리파인,산업재,7964.0,6.39,0.99,1230.0,0.0,0.0,138.0,44.0,50.0,13.0,14.3,1.26,76280.0
004380,삼익THK,산업재,9536.0,20.84,1.25,571.0,2.52,300.0,762.0,38.0,42.0,4.4,8.5,0.88,74970.0
130580,나이스디앤비,산업재,4702.0,8.62,1.58,863.0,3.09,230.0,290.0,86.0,72.0,17.8,23.6,0.39,74474.0
090350,노루페인트,산업재,16859.0,11.18,0.47,706.0,3.49,275.0,2113.0,120.0,94.0,4.1,8.0,0.95,74166.0
037440,희림,산업재,4769.0,16.96,1.74,490.0,1.81,150.0,594.0,13.0,17.0,3.2,9.9,0.84,74045.0
039570,HDC랩스,산업재,11102.0,13.9,0.74,593.0,5.46,450.0,1591.0,38.0,39.0,3.4,5.2,0.62,72723.0
051490,나라엠앤디,산업재,6064.0,25.27,1.09,262.0,0.76,50.0,548.0,39.0,25.0,3.7,10.6,1.01,71443.0
034950,한국기업평가,산업재,22458.0,13.69,3.04,4990.0,4.97,3397.0,405.0,197.0,148.0,24.9,31.6,0.27,71327.0
014280,금강공업,산업재,11309.0,6.77,0.46,762.0,1.94,100.0,1697.0,99.0,57.0,3.4,9.5,0.81,71130.0
229640,LS전선아시아,산업재,5107.0,15.23,1.45,486.0,3.24,240.0,2343.0,87.0,33.0,2.7,8.2,0.56,70253.0
214430,아이쓰리시스템,산업재,10551.0,36.05,1.65,484.0,0.57,100.0,184.0,8.0,11.0,4.9,7.0,0.95,69447.0
000860,강남제비스코,산업재,90881.0,3.14,0.24,6948.0,2.29,500.0,1833.0,46.0,54.0,2.1,2.5,0.81,69433.0
015230,대창단조,산업재,8239.0,5.02,0.63,1029.0,2.61,135.0,1027.0,133.0,136.0,14.2,17.7,0.64,69428.0
140670,알에스오토메이션,산업재,4415.0,43.32,2.72,277.0,0.0,0.0,261.0,5.0,4.0,1.3,2.4,1.08,69215.0
210540,디와이파워,산업재,20476.0,3.57,0.49,2814.0,2.99,300.0,1020.0,64.0,47.0,5.6,8.2,1.17,68801.0
024810,이화전기,산업재,2780.0,2.29,0.25,308.0,0.0,0.0,144.0,-13.0,-255.0,-16.0,-23.6,1.14,67642.0
016880,웅진,산업재,762.0,4.03,1.53,289.0,0.0,0.0,2661.0,151.0,67.0,0.4,3.0,0.55,67043.0
103590,일진전기,산업재,8714.0,11.2,0.52,403.0,2.21,100.0,3067.0,37.0,20.0,3.0,8.1,1.2,66967.0
010660,화천기계,산업재,6354.0,20.29,0.87,272.0,0.18,10.0,452.0,12.0,18.0,3.2,4.1,0.78,66792.0
092130,이크레더블,산업재,5260.0,14.97,3.29,1156.0,15.72,2720.0,218.0,131.0,103.0,38.1,47.6,0.26,66673.0
004960,한신공영,산업재,58000.0,2.18,0.16,4187.0,3.83,350.0,3516.0,55.0,33.0,1.1,4.4,1.27,66554.0
109860,동일금속,산업재,16682.0,11.95,1.28,1783.0,1.17,250.0,275.0,29.0,23.0,9.4,10.8,0.32,65902.0
065950,웰크론,산업재,2823.0,9.83,1.01,289.0,1.76,50.0,1296.0,64.0,30.0,1.0,10.0,0.82,65745.0
002460,화성산업,산업재,34410.0,4.76,0.34,2467.0,8.51,1000.0,1385.0,-84.0,7.0,2.7,5.5,0.67,65594.0
060560,홈센타홀딩스,산업재,1010.0,12.89,1.06,83.0,0.0,0.0,1078.0,70.0,54.0,3.7,7.0,1.2,65571.0
025750,한솔홈데코,산업재,1984.0,15.74,0.54,68.0,1.87,20.0,735.0,30.0,-30.0,0.5,0.9,0.87,65516.0
317400,자이에스앤디,산업재,7839.0,5.87,0.79,1052.0,3.24,200.0,7113.0,827.0,622.0,13.6,30.6,0.9,64713.0
388050,지투파워,산업재,198.0,40.67,30.81,150.0,0.0,0.0,50.0,-9.0,-7.0,-6.9,-10.3,0.89434,64454.0
005870,휴니드,산업재,10174.0,6.29,0.61,994.0,0.0,0.0,441.0,2.0,-6.0,-3.3,-7.2,0.96,64404.0
010960,삼호개발,산업재,9871.0,6.44,0.41,621.0,4.75,190.0,795.0,6.0,11.0,3.2,4.5,1.03,64000.0
014940,오리엔탈정공,산업재,1652.0,27.25,1.65,100.0,0.0,0.0,361.0,49.0,61.0,7.8,18.5,0.56,63336.0
058850,KTcs,산업재,4374.0,4.78,0.5,454.0,4.61,100.0,2710.0,72.0,59.0,5.1,11.3,0.84,62060.0
071670,에이테크솔루션,산업재,7878.0,16.75,1.18,557.0,0.0,0.0,611.0,2.0,8.0,2.9,7.6,1.55,61578.0
225530,보광산업,산업재,2321.0,20.26,2.35,269.0,2.75,150.0,229.0,47.0,36.0,8.6,14.8,1.02,61394.0
036120,SCI평가정보,산업재,838.0,24.82,4.98,168.0,0.96,40.0,147.0,53.0,35.0,21.4,28.1,0.76,60694.0
058860,KTis,산업재,5909.0,3.33,0.43,767.0,3.91,100.0,1345.0,64.0,47.0,6.3,11.9,0.8,60465.0
084180,EV수성,산업재,579.0,0.0,2.51,0.0,0.0,0.0,162.0,-7.0,10.0,-0.1,-1.2,1.07,60188.0
042940,상지카일룸,산업재,693.0,0.0,1.07,0.0,0.0,0.0,126.0,13.0,11.0,6.7,18.4,0.68,59791.0
030960,양지사,산업재,13794.0,386.98,2.69,96.0,0.13,50.0,77.0,-17.0,-58.0,-2.0,-2.2,0.32,59366.0
001140,국보,산업재,477.0,0.0,1.84,0.0,0.0,0.0,287.0,-14.0,-1.0,-5.2,-14.2,0.7,59309.0
014790,HL D&I,산업재,8822.0,2.79,0.35,1122.0,3.19,100.0,3774.0,137.0,62.0,4.1,15.4,0.94,59249.0
017040,광명전기,산업재,2486.0,15.82,0.85,134.0,0.47,10.0,309.0,-2.0,2.0,3.1,5.3,1.1,58800.0
019990,에너토크,산업재,4727.0,43.4,1.78,194.0,0.83,70.0,77.0,3.0,5.0,6.7,7.6,1.39,58324.0
101930,인화정공,산업재,20654.0,7.94,0.64,1663.0,0.0,0.0,317.0,24.0,-87.0,-5.0,-9.9,0.83,57894.0
006340,대원전선,산업재,1190.0,65.56,0.99,18.0,0.0,0.0,1612.0,19.0,19.0,2.8,7.5,1.53,56895.0
017550,수산중공업,산업재,2261.0,11.59,1.08,211.0,0.41,10.0,719.0,44.0,49.0,5.4,10.6,0.93,56757.0
097230,HJ중공업,산업재,5189.0,0.0,0.82,0.0,0.0,0.0,4455.0,23.0,-142.0,-1.9,-11.1,0.37,56493.0
042370,비츠로테크,산업재,7930.0,11.22,0.71,500.0,0.89,50.0,856.0,59.0,81.0,4.4,3.0,1.15,55853.0
009410,태영건설,산업재,17753.0,2.48,0.27,1920.0,7.35,350.0,6171.0,-74.0,-80.0,0.7,5.9,0.73,55548.0
058730,다스코,산업재,7481.0,0.0,0.69,0.0,0.0,0.0,1005.0,46.0,36.0,2.5,5.3,0.55,54989.0
054930,유신,산업재,31434.0,9.01,1.16,4035.0,2.06,750.0,734.0,48.0,53.0,9.0,19.4,0.89,54525.0
105740,디케이락,산업재,11709.0,10.09,0.92,1065.0,1.86,200.0,284.0,33.0,36.0,4.0,6.3,1.09,53860.0
041440,현대에버다임,산업재,9267.0,0.0,0.72,0.0,0.0,0.0,884.0,31.0,53.0,5.5,8.7,0.93,53533.0
006390,한일현대시멘트,산업재,18240.0,8.14,1.03,2310.0,6.38,1200.0,1346.0,234.0,235.0,5.7,10.7,1.12,53466.0
007110,일신석재,산업재,675.0,0.0,1.72,0.0,0.0,0.0,295.0,8.0,5.0,1.9,3.6,0.84,53011.0
085310,엔케이,산업재,1302.0,6.3,0.69,142.0,0.0,0.0,172.0,-16.0,10.0,0.0,0.0,0.84,51541.0
066620,국보디자인,산업재,33094.0,5.75,0.49,2843.0,2.08,340.0,910.0,70.0,53.0,7.0,10.6,1.17,51503.0
317850,대모,산업재,5739.0,16.16,1.56,554.0,2.01,180.0,167.0,18.0,14.0,4.0,6.6,0.96,51407.0
009180,한솔로지스틱스,산업재,2859.0,3.06,0.91,855.0,2.29,60.0,2653.0,117.0,104.0,13.1,42.4,1.46,51016.0
002410,범양건영,산업재,3456.0,16.73,0.94,194.0,0.0,0.0,370.0,9.0,61.0,6.0,16.4,1.47,50765.0
077970,STX엔진,산업재,10271.0,6800.0,1.32,2.0,0.0,0.0,1049.0,6.0,-12.0,-1.0,-3.0,0.9,50067.0
230980,에이트원,산업재,483.0,0.0,2.11,0.0,0.0,0.0,30.0,-25.0,-49.0,-19.4,-40.1,1.05,48957.0
086670,비엠티,산업재,9941.0,18.74,1.33,707.0,1.13,150.0,384.0,87.0,74.0,10.9,25.7,0.63,48949.0
000500,가온전선,산업재,58877.0,12.41,0.27,1285.0,2.63,420.0,3900.0,102.0,60.0,2.7,7.2,0.76,48695.0
171120,라이온켐텍,산업재,6456.0,17.47,1.29,475.0,2.41,200.0,423.0,31.0,39.0,10.0,12.1,0.95,48613.0
013700,까뮤이앤씨,산업재,2230.0,0.0,0.79,0.0,1.14,20.0,547.0,-11.0,-4.0,-1.2,-2.5,0.62,48338.0
049430,코메론,산업재,20212.0,4.09,0.46,2286.0,2.14,200.0,211.0,48.0,34.0,5.7,6.2,0.8,48273.0
053080,원방테크,산업재,11164.0,12.7,0.77,679.0,3.48,300.0,856.0,33.0,28.0,7.6,14.0,0.64,47065.0
001840,이화공영,산업재,2308.0,0.0,1.86,0.0,0.0,0.0,517.0,-35.0,-27.0,-4.9,-11.1,1.27,46841.0
000910,유니온,산업재,8391.0,8.67,0.58,564.0,2.56,125.0,617.0,16.0,208.0,12.1,29.6,0.55,46568.0
049800,우진플라임,산업재,4106.0,3.5,0.96,1126.0,1.27,50.0,696.0,80.0,98.0,9.8,31.3,0.7,46492.0
013360,일성건설,산업재,2021.0,24.39,1.18,98.0,1.26,30.0,999.0,11.0,16.0,2.3,7.7,1.17,46483.0
000320,노루홀딩스,산업재,35333.0,73.2,0.32,153.0,4.02,450.0,2723.0,111.0,94.0,2.3,2.1,0.75,46147.0
004910,조광페인트,산업재,17256.0,0.0,0.46,0.0,1.25,100.0,715.0,-5.0,-1.0,0.4,0.9,0.73,46080.0
094280,효성ITX,산업재,8676.0,11.33,1.58,1209.0,5.47,750.0,1247.0,56.0,35.0,7.7,19.8,0.64,45921.0
090410,덕신하우징,산업재,1759.0,21.15,0.94,78.0,0.0,0.0,590.0,84.0,42.0,6.4,12.7,1.19,45623.0
008250,이건산업,산업재,17759.0,6.54,0.4,1091.0,2.81,200.0,827.0,79.0,2.0,2.8,6.0,1.02,45294.0
226360,KH 건설,산업재,1363.0,0.0,0.37,0.0,0.0,0.0,141.0,16.0,-418.0,-39.8,-58.9,1.17,45121.0
016250,SGC이테크건설,산업재,84840.0,1.35,0.45,28436.0,3.91,1500.0,3643.0,110.0,119.0,13.4,34.4,0.68,44918.0
159010,아스플로,산업재,3498.0,23.13,2.22,335.0,0.0,0.0,227.0,34.0,27.0,4.9,10.3,1.3,44438.0
034300,신세계건설,산업재,56534.0,2.96,0.34,6539.0,4.39,850.0,3960.0,56.0,59.0,1.9,7.4,1.08,44118.0
017000,신원종합개발,산업재,7949.0,14.02,0.61,348.0,0.0,0.0,414.0,3.0,40.0,4.4,9.6,0.76,43844.0
099440,스맥,산업재,2048.0,0.0,0.85,0.0,0.0,0.0,390.0,15.0,-18.0,0.6,1.8,1.05,43751.0
076080,웰크론한텍,산업재,3298.0,0.0,1.04,0.0,0.0,0.0,818.0,-11.0,-10.0,-4.9,-11.0,1.36,42966.0
005430,한국공항,산업재,94851.0,34.2,0.38,1063.0,0.0,0.0,983.0,22.0,26.0,-0.8,-1.0,0.85,42586.0
100840,SNT에너지,산업재,37171.0,9.04,0.48,1957.0,4.52,800.0,423.0,13.0,51.0,3.2,4.4,0.7,42518.0
101170,우림피티에스,산업재,6204.0,26.17,1.12,266.0,1.44,100.0,153.0,21.0,23.0,6.4,7.2,0.95,42282.0
065570,삼영이엔씨,산업재,7370.0,103.85,0.92,65.0,0.0,0.0,82.0,-69.0,-84.0,-22.6,-31.8,0.61,42259.0
108380,대양전기공업,산업재,24321.0,12.78,0.5,951.0,0.82,100.0,347.0,-19.0,-9.0,-1.9,-2.2,0.85,41848.0
037350,성도이엔지,산업재,18146.0,3.15,0.26,1483.0,3.21,150.0,1825.0,31.0,26.0,3.7,6.4,0.94,41224.0
021320,KCC건설,산업재,22186.0,2.37,0.25,2363.0,3.21,180.0,4392.0,-50.0,10.0,1.1,2.8,1.1,40818.0
096350,대창솔루션,산업재,210.0,0.0,1.43,0.0,0.0,0.0,117.0,-16.0,-20.0,-7.1,-22.5,0.95,40285.0
089140,넥스턴바이오,산업재,2892.0,0.0,0.68,0.0,0.0,0.0,27.0,-13.0,48.0,3.8,6.9,0.64,39337.0
054540,삼영엠텍,산업재,5892.0,0.0,0.7,0.0,1.69,70.0,228.0,-13.0,-29.0,-5.0,-7.8,0.88,37720.0
065710,서호전기,산업재,16649.0,5.1,1.04,3381.0,5.8,1000.0,115.0,-6.0,6.0,7.3,9.1,0.62,37312.0
038010,제일테크노스,산업재,8695.0,74.0,0.77,90.0,0.75,50.0,532.0,62.0,36.0,6.3,15.1,1.2,37163.0
011560,세보엠이씨,산업재,16231.0,6.39,0.46,1164.0,3.36,250.0,2483.0,94.0,65.0,6.7,13.8,0.52,36821.0
119850,지엔씨에너지,산업재,5920.0,12.87,0.61,279.0,1.39,50.0,327.0,9.0,-6.0,0.6,1.0,1.01,36612.0
009440,KC그린홀딩스,산업재,7257.0,25.33,0.43,122.0,2.27,70.0,1995.0,-63.0,-176.0,-4.3,-13.9,0.91,36049.0
015590,큐로,산업재,424.0,0.0,0.74,0.0,0.0,0.0,197.0,27.0,61.0,11.8,20.1,0.62,35348.0
006050,국영지앤엠,산업재,1362.0,0.0,0.91,0.0,0.0,0.0,159.0,10.0,8.0,1.1,1.5,1.18,35338.0
022220,TKG애강,산업재,1740.0,16.48,0.83,88.0,0.0,0.0,222.0,19.0,16.0,5.1,6.0,0.95,35298.0
038390,레드캡투어,산업재,21711.0,13.16,0.9,1485.0,4.09,800.0,634.0,101.0,63.0,5.1,14.9,0.62,35264.0
189860,서전기전,산업재,3845.0,0.0,1.75,0.0,0.0,0.0,60.0,-20.0,-20.0,-11.2,-16.0,1.13,35195.0
071970,STX중공업,산업재,5428.0,0.0,0.71,0.0,0.0,0.0,574.0,5.0,7.0,-0.4,-1.2,0.91,34856.0
011090,에넥스,산업재,1120.0,5.54,0.86,174.0,0.0,0.0,507.0,-57.0,-55.0,-15.8,-33.8,1.35,34699.0
011390,부산산업,산업재,52585.0,0.0,1.3,0.0,0.37,250.0,379.0,17.0,15.0,2.7,3.3,1.08,34620.0
198440,고려시멘트,산업재,3663.0,18.03,0.71,145.0,0.57,15.0,189.0,-19.0,-5.0,-2.8,-3.5,1.01,34287.0
092460,한라IMS,산업재,5319.0,20.42,0.91,237.0,2.07,100.0,269.0,27.0,29.0,5.4,10.6,0.66,34107.0
119650,KC코트렐,산업재,2787.0,4.02,1.1,761.0,0.0,0.0,914.0,9.0,-133.0,-6.9,-56.4,1.03,33930.0
000850,화천기공,산업재,140159.0,7.13,0.22,4233.0,3.31,1000.0,598.0,27.0,44.0,3.6,5.0,0.49,33884.0
039610,화성밸브,산업재,7465.0,24.59,0.75,229.0,0.0,0.0,245.0,5.0,1.0,3.3,4.7,1.03,33408.0
050860,아세아텍,산업재,4822.0,11.43,0.53,224.0,1.95,50.0,477.0,63.0,49.0,8.6,10.5,0.83,33408.0
005750,대림B&Co,산업재,9477.0,59.92,0.42,66.0,3.29,130.0,654.0,4.0,2.0,0.3,0.7,0.77,32310.0
039020,이건홀딩스,산업재,7111.0,9.81,0.47,338.0,2.11,70.0,1323.0,94.0,10.0,2.2,4.8,1.15,32193.0
001260,남광토건,산업재,8935.0,3.89,0.96,2208.0,0.0,0.0,1068.0,23.0,25.0,2.7,9.3,1.2,32047.0
008470,부스타,산업재,9871.0,18.71,0.53,280.0,1.15,60.0,201.0,-19.0,-13.0,-2.0,-2.4,0.73,31269.0
255220,SG,산업재,1839.0,0.0,0.67,0.0,0.0,0.0,234.0,-19.0,-33.0,-0.7,-1.1,0.79,31079.0
147830,제룡산업,산업재,3378.0,7.59,0.85,377.0,3.5,100.0,148.0,32.0,28.0,9.3,10.4,0.77,30888.0
