매출액,영업이익,당기순이익,ROA,ROE,베타
45952.0,2700.0,2725.0,8.7,12.5,1.2
56073.0,-4883.0,-3820.0,-1.7,-5.9,0.95
1341.0,-125.0,-57.0,-0.1,1.3,0.52
15290.0,5093.0,4938.0,7.8,8.0,1.07
4357.0,2132.0,1609.0,37.7,50.9,1.12
1884.0,252.0,65.0,3.3,4.8,0.74
1389.0,-124.0,-218.0,-0.9,-1.3,1.09
914.0,413.0,365.0,27.4,31.3,0.71
741.0,8.0,1.0,-0.8,-1.1,1.28
3587.0,487.0,379.0,11.9,26.0,1.33
5992.0,1096.0,830.0,28.9,42.4,0.89
586.0,51.0,31.0,3.6,8.3,1.05
3430.0,619.0,548.0,17.8,25.3,0.96
658.0,120.0,144.0,9.6,16.4,0.95
1998.0,185.0,244.0,7.6,11.3,1.21
2728.0,553.0,498.0,23.4,28.4,1.02
18.0,-49.0,-48.0,-41.2,-52.2,0.43
399.0,-127.0,-54.0,-8.6,-12.4,1.05
908.0,225.0,215.0,9.0,32.3,0.82
4414.0,200.0,93.0,4.7,14.2,0.86
3391.0,241.0,329.0,15.1,27.9,0.95
515.0,100.0,91.0,,,1.28674
652.0,95.0,141.0,13.4,17.4,0.94
4774.0,1147.0,848.0,29.1,65.3,0.98
328.0,74.0,86.0,5.7,16.3,0.52
6302.0,287.0,223.0,3.5,5.6,1.23
749.0,122.0,78.0,3.9,7.1,0.53
1222.0,310.0,254.0,15.6,18.2,1.05
401.0,-411.0,-409.0,-16.9,-42.2,0.57
2162.0,541.0,458.0,31.9,51.6,1.53
1190.0,346.0,288.0,14.6,27.5,1.36
2422.0,360.0,183.0,9.2,18.6,1.01
849.0,336.0,259.0,24.1,27.4,0.88
5113.0,52.0,-53.0,-0.6,-1.4,0.44
1232.0,439.0,368.0,25.6,31.7,1.19
542.0,37.0,3.0,-2.9,-3.6,0.7
2809.0,42.0,141.0,7.7,13.8,0.94
1429.0,322.0,346.0,24.9,35.8,0.86
237.0,-4.0,17.0,0.7,0.6,0.98
2936.0,37.0,90.0,1.0,5.9,0.91
1229.0,-76.0,-15.0,-0.9,2.2,0.69
165.0,1.0,28.0,4.7,6.7,0.48
1922.0,359.0,316.0,12.6,25.9,1.3
228.0,9.0,-11.0,-2.3,-2.6,0.71
1151.0,124.0,130.0,14.6,24.5,0.98
547.0,226.0,210.0,23.2,28.6,1.13
1117.0,-9.0,399.0,12.9,28.2,1.72
393.0,109.0,99.0,12.3,14.5,1.1
66.0,-7.0,-920.0,-18.9,-27.0,0.56
1864.0,211.0,179.0,10.3,15.9,1.41
762.0,60.0,82.0,16.6,20.3,1.15
1921.0,-23.0,-279.0,-3.3,-8.5,1.17
808.0,248.0,194.0,17.2,29.5,1.04
745.0,-29.0,-103.0,-4.4,-5.2,1.06
570.0,41.0,67.0,6.8,11.5,0.98
1761.0,102.0,97.0,2.0,4.7,0.9
1561.0,51.0,-63.0,-1.5,-17.5,1.13
725.0,9.0,51.0,3.5,5.1,1.41
2841.0,80.0,43.0,6.1,8.2,0.71
356.0,186.0,145.0,45.1,54.6,1.26
2381.0,145.0,121.0,8.2,14.7,1.07
48.0,-74.0,-104.0,-30.6,-149.9,0.27
1339.0,270.0,227.0,18.2,25.6,1.22
103.0,34.0,28.0,,,0.89174
2803.0,303.0,298.0,21.5,29.5,0.93
371.0,211.0,169.0,,,1.87871
113.0,4.0,37.0,4.8,11.0,1.63
308.0,35.0,34.0,6.9,8.1,1.13
670.0,102.0,92.0,12.3,16.2,1.16
554.0,106.0,67.0,6.1,13.0,1.16
538.0,37.0,48.0,5.6,9.2,1.17
968.0,267.0,205.0,21.0,43.7,1.23
188.0,-72.0,-53.0,-8.2,-10.8,0.87
1992.0,105.0,88.0,7.3,18.8,0.89
619.0,31.0,36.0,0.9,1.7,1.17
67.0,-19.0,-9.0,6.4,9.6,0.87
461.0,34.0,30.0,3.0,5.4,1.36
2773.0,209.0,151.0,14.0,33.6,1.11
719.0,158.0,100.0,11.7,19.4,1.09
41.0,-25.0,-20.0,5.8,9.4,1.32
189.0,16.0,12.0,3.7,8.4,1.06
612.0,137.0,203.0,6.9,24.1,0.89
1661.0,331.0,341.0,20.0,64.7,0.6
105.0,-12.0,-14.0,-1.7,-3.2,1.02
883.0,136.0,115.0,15.6,18.0,1.14
760.0,89.0,97.0,9.2,13.4,1.48
1427.0,262.0,335.0,4.9,7.4,1.05
392.0,133.0,106.0,37.0,46.8,1.41
1446.0,198.0,150.0,8.0,19.7,0.99
591.0,-44.0,-5.0,-6.0,-31.2,1.49
371.0,27.0,18.0,2.7,7.7,0.9
1044.0,195.0,46.0,4.4,-1.4,1.06
112.0,1.0,33.0,8.5,18.0,0.42
873.0,225.0,225.0,21.1,29.3,1.09
1217.0,224.0,267.0,17.3,37.8,1.14
1336.0,-82.0,-64.0,-3.0,-7.8,0.86
615.0,56.0,31.0,7.6,17.2,0.83
3045.0,213.0,294.0,18.3,26.6,1.06
116.0,35.0,48.0,13.3,14.4,3.72
2764.0,274.0,187.0,4.6,13.7,0.66
260.0,27.0,21.0,3.7,7.2,0.84
604.0,126.0,103.0,16.8,24.9,1.44
587.0,-41.0,-15.0,-2.5,-4.8,1.03
847.0,224.0,87.0,7.1,16.6,1.22
14.0,-25.0,-25.0,,,1.62
545.0,-1.0,-20.0,-1.1,0.3,1.16
1190.0,63.0,57.0,6.7,12.7,1.22
310.0,14.0,41.0,1.1,1.8,1.08
1199.0,53.0,-75.0,-0.3,1.3,1.12
705.0,-62.0,-82.0,-10.1,-17.8,1.13
497.0,-27.0,-7.0,-1.7,-3.8,1.05
3974.0,331.0,244.0,8.6,17.5,0.93
10599.0,784.0,1217.0,7.0,9.6,0.77
333.0,55.0,72.0,10.4,12.8,0.61
310.0,67.0,61.0,19.7,40.0,1.33
2760.0,299.0,94.0,2.8,4.8,1.3
6709.0,217.0,152.0,11.1,21.5,1.13
719.0,73.0,-15.0,4.7,9.7,0.97
65.0,-44.0,63.0,1.9,4.1,1.14
224.0,-6.0,-5.0,-1.6,-2.1,1.13
1135.0,58.0,54.0,2.0,4.3,1.24
478.0,-6.0,-879.0,-0.6,-6.1,0.73
870.0,38.0,201.0,7.8,8.5,0.42
933.0,175.0,160.0,12.9,15.1,1.34
681.0,155.0,117.0,5.7,31.9,0.76
2025.0,-43.0,13.0,-1.2,-2.2,0.99
1181.0,114.0,140.0,11.6,18.9,1.04
296.0,36.0,63.0,6.9,10.3,1.42
965.0,-27.0,-41.0,-0.5,-0.3,1.36
1448.0,120.0,100.0,8.7,11.3,0.81
872.0,-16.0,60.0,5.2,6.0,1.15
610.0,72.0,43.0,8.5,10.8,1.24
279.0,69.0,67.0,14.8,18.1,0.81
575.0,182.0,160.0,18.3,21.0,0.63
230.0,55.0,29.0,8.4,11.2,0.69
489.0,-1.0,-107.0,-4.3,-6.4,0.9
28.0,-61.0,-60.0,-6.3,-24.9,1.13
204.0,31.0,-2.0,1.7,3.0,0.93
1320.0,-240.0,-204.0,24.4,77.4,1.25
1030.0,69.0,86.0,8.3,14.9,1.29
3467.0,143.0,56.0,2.4,1.0,1.01
2599.0,225.0,355.0,5.4,7.7,1.16
171.0,13.0,-1.0,-0.1,0.2,0.89
173.0,7.0,20.0,1.5,1.8,1.19
359.0,51.0,39.0,7.3,9.7,1.06
511.0,16.0,49.0,6.9,9.5,1.38
646.0,106.0,86.0,20.4,26.0,1.49
161.0,52.0,-51.0,-2.4,-3.9,0.79
111.0,-35.0,-48.0,-20.5,-70.1,1.44
1150.0,86.0,83.0,4.9,9.3,0.99
425.0,107.0,74.0,11.9,18.3,0.98
325.0,14.0,23.0,4.1,8.3,1.24
754.0,148.0,126.0,19.9,27.1,1.23
842.0,62.0,64.0,7.7,10.8,1.31
138.0,40.0,40.0,21.2,29.4,2.77
602.0,29.0,42.0,5.8,7.4,1.04
150.0,34.0,68.0,7.0,8.6,0.89
61.0,-12.0,-232.0,-43.0,-63.4,1.32
2026.0,42.0,21.0,2.3,6.9,1.09
544.0,-32.0,4.0,2.3,3.8,1.23
4301.0,560.0,573.0,10.5,8.8,0.68
484.0,123.0,78.0,25.1,34.4,1.81
703.0,112.0,100.0,7.5,12.5,0.98
867.0,65.0,94.0,6.3,7.3,0.72
2372.0,26.0,16.0,1.2,2.8,0.72
2236.0,307.0,295.0,11.2,13.1,0.99
657.0,62.0,59.0,5.1,19.2,0.85
448.0,69.0,73.0,7.7,11.4,1.11
160.0,-1.0,-9.0,1.2,1.3,1.25
159.0,56.0,36.0,9.8,11.0,1.14
169.0,-28.0,154.0,14.8,38.9,1.21
235.0,45.0,40.0,22.6,29.7,0.86
98.0,3.0,-482.0,-62.4,-148.1,0.82
1251.0,56.0,43.0,6.2,21.8,1.27
1691.0,88.0,98.0,11.4,20.4,1.36
3953.0,149.0,159.0,7.7,21.6,1.17
150.0,-21.0,-19.0,-3.5,-3.8,0.34
305.0,29.0,12.0,2.3,6.7,0.7
257.0,63.0,73.0,11.2,11.9,0.72
920.0,77.0,70.0,5.7,14.2,1.21
1223.0,-57.0,-97.0,-3.7,-20.1,1.41
603.0,55.0,45.0,7.0,11.8,0.92
851.0,34.0,43.0,3.2,10.3,1.11
716.0,66.0,64.0,9.2,14.3,0.82
469.0,28.0,70.0,3.3,4.6,1.03
501.0,61.0,50.0,7.5,9.7,0.85
606.0,97.0,88.0,11.2,15.1,0.99
116.0,-32.0,-16.0,-5.1,-4.6,0.65
1615.0,42.0,149.0,-0.3,3.4,0.95
14.0,-19.0,-11.0,-8.3,-7.9,0.98
672.0,-12.0,-42.0,-2.2,-4.3,0.88
413.0,80.0,107.0,8.4,8.0,1.02
132.0,-1.0,-92.0,-16.0,-48.1,0.68
295.0,-1.0,130.0,11.1,17.0,1.4
7.0,-61.0,56.0,8.1,30.8,1.12
301.0,4.0,-7.0,-1.9,-2.8,0.0
271.0,6.0,18.0,6.7,8.3,1.15
159.0,16.0,12.0,5.3,9.0,0.6
357.0,70.0,62.0,11.9,15.3,0.92
1181.0,76.0,175.0,32.5,70.4,1.13
180.0,-19.0,-66.0,-4.6,-6.3,1.06
1661.0,17.0,57.0,7.8,17.2,1.4
33.0,-41.0,-26.0,-8.1,-13.2,1.06
692.0,78.0,68.0,11.5,27.4,1.08
456.0,59.0,41.0,9.9,13.5,1.31
633.0,49.0,60.0,15.6,45.9,1.3
773.0,138.0,118.0,10.1,14.0,1.12
482.0,78.0,52.0,9.5,12.9,1.34
21.0,-20.0,-20.0,-17.3,-21.2,1.8
230.0,48.0,44.0,6.9,8.1,0.66
287.0,-30.0,-2.0,-1.7,-3.0,1.08
61.0,19.0,18.0,11.7,14.5,1.33
432.0,11.0,13.0,1.7,3.1,1.37
111.0,27.0,19.0,20.5,72.3,0.31
123.0,-59.0,2.0,-13.7,-21.7,0.41
549.0,75.0,34.0,2.6,12.5,0.79
113.0,34.0,31.0,19.9,21.6,1.64
676.0,78.0,73.0,4.9,5.2,0.82
898.0,5.0,162.0,10.1,18.6,1.12
47.0,-1.0,-51.0,-48.1,-77.0,0.17
167.0,19.0,14.0,15.5,30.3,0.68
384.0,23.0,-40.0,-3.4,-4.0,1.2
497.0,-174.0,-152.0,-8.0,-25.5,1.51
-246.0,1.0,11.0,3.0,4.3,0.67
105,-3,-,6.3,9.1,0.68258
263.0,18.0,6.0,1.6,4.6,1.4
151.0,18.0,13.0,10.3,13.5,0.82
114.0,5.0,3.0,0.0,0.1,1.15
1135.0,62.0,112.0,6.8,8.9,0.62
434.0,37.0,33.0,11.4,13.8,0.94
135.0,13.0,39.0,11.1,18.1,1.10037
77.0,-4.0,18.0,4.7,8.5,1.4
198.0,28.0,67.0,7.9,9.7,1.07
106.0,-13.0,-11.0,-0.1,-0.1,0.59
224.0,58.0,19.0,12.1,17.0,0.84
335.0,20.0,35.0,9.0,25.2,1.23
52,-,4,4.8,5.2,0.88
347.0,15.0,27.0,2.4,10.7,1.13
1165.0,-85.0,-127.0,-6.5,-27.5,0.95
27.0,-67.0,-67.0,-68.4,-79.8,0.8265
131.0,1.0,5.0,-1.5,-3.7,1.4
1207.0,24.0,14.0,2.0,6.0,1.05
725.0,57.0,22.0,0.9,2.7,0.69
102.0,21.0,12.0,3.5,6.3,0.82
96.0,5.0,6.0,1.7,2.8,0.72
115.0,-20.0,-6.0,-5.9,-9.3,1.39
355.0,71.0,106.0,29.3,41.3,0.88
22.0,-15.0,-59.0,-31.8,-41.1,0.52
202.0,23.0,-60.0,-14.2,-19.3,1.57
671.0,88.0,74.0,9.8,13.3,1.08
200.0,21.0,19.0,10.9,25.5,1.04
491.0,61.0,25.0,7.4,10.3,1.46
294.0,9.0,19.0,4.9,10.9,0.89
92.0,10.0,6.0,4.8,6.2,0.9
107.0,18.0,23.0,6.8,13.0,0.85
44.0,-5.0,42.0,6.2,14.8,0.61
197.0,-13.0,-11.0,-3.9,-11.6,1.45
59.0,-45.0,-9.0,-19.7,-25.3,1.22
1049.0,26.0,33.0,4.7,6.6,0.99
91.0,7.0,9.0,6.9,10.1,1.12
102.0,18.0,44.0,5.9,10.1,0.95
207.0,34.0,29.0,9.7,17.1,1.08539
96.0,20.0,22.0,,,0.88078
7817.0,190.0,123.0,7.1,10.8,1.22
1156.0,42.0,165.0,8.5,18.3,1.41
1170.0,144.0,98.0,20.5,39.8,0.9
124.0,8.0,-50.0,-16.0,-22.1,1.01
8.0,-27.0,-24.0,-21.1,-23.5,1.46332
163.0,3.0,63.0,9.6,21.1,1.49
414.0,87.0,59.0,6.3,12.2,1.03
26.0,-17.0,-15.0,-7.7,-11.0,0.98
197.0,14.0,10.0,,,0.82225
244.0,53.0,38.0,10.6,14.6,1.27
265.0,12.0,-9.0,-1.1,-1.3,0.82
137.0,-4.0,34.0,10.4,32.7,1.16
173.0,-72.0,-93.0,-28.1,-42.9,1.18
178,-,4,1.7,2.5,0.77
88.0,-32.0,-38.0,-15.9,-49.9,1.29
92.0,9.0,6.0,1.0,2.7,1.03
106.0,22.0,10.0,4.3,8.5,1.05
46.0,6.0,8.0,9.2,10.2,3.03
193.0,19.0,1.0,-3.9,-5.9,0.55
114.0,11.0,13.0,3.6,5.8,1.03
748.0,23.0,17.0,3.9,5.9,1.81
136.0,-11.0,-108.0,-18.2,-40.9,1.05
241.0,24.0,-34.0,-5.1,-12.0,0.77
503.0,66.0,41.0,9.2,25.1,1.45
57.0,9.0,29.0,9.0,9.7,1.01
128.0,18.0,22.0,6.0,8.0,0.82
62.0,-9.0,-1.0,1.0,1.5,1.03
950.0,52.0,85.0,13.1,32.0,1.39
388.0,102.0,60.0,7.5,9.9,0.67
97.0,15.0,11.0,7.8,10.3,1.1
255.0,12.0,-9.0,-2.0,-4.9,0.74
2585.0,1.0,64.0,0.2,2.4,1.02
145.0,2.0,8.0,2.8,3.7,1.02
1640.0,74.0,46.0,5.6,7.8,1.3
230.0,5.0,22.0,8.0,9.3,0.93
1016.0,27.0,12.0,4.7,3.7,0.58
245.0,19.0,13.0,3.1,4.3,0.89
91.0,9.0,-13.0,-3.4,-4.1,0.94
39.0,-14.0,-11.0,-7.0,-9.4,1.53246
81.0,-27.0,-23.0,-13.5,-14.4,0.68
194.0,14.0,-14.0,4.1,6.8,1.13
492.0,35.0,28.0,5.0,9.4,1.07
196.0,39.0,28.0,14.0,20.2,1.29
2339.0,266.0,297.0,9.5,17.7,0.49
43.0,14.0,13.0,1.7,3.5,0.91
378.0,1.0,11.0,3.6,5.1,1.72
280.0,8.0,4.0,0.4,0.6,0.86
35.0,4.0,-14.0,-2.5,-3.8,0.63
26.0,-12.0,-11.0,,,0.42508
4775.0,1010.0,659.0,21.9,25.3,1.13
1261.0,-50.0,-33.0,-4.2,-7.0,0.93
740.0,165.0,178.0,25.3,38.2,1.41
191.0,43.0,42.0,18.2,22.3,1.05
377.0,-156.0,-146.0,-6.6,-10.1,1.02
56.0,-5.0,-6.0,0.4,0.7,1.05
16.0,-63.0,-54.0,-11.5,-12.5,1.45
1136.0,165.0,120.0,2.8,7.2,1.2
661.0,-6.0,-11.0,-2.4,-6.2,0.76
458.0,36.0,47.0,1.2,2.1,1.1
111.0,6.0,6.0,7.9,9.1,1.36
346.0,6.0,-7.0,-2.0,-4.9,1.18
56.0,-15.0,5.0,-6.8,-10.9,1.07
165.0,-19.0,-14.0,-2.9,-3.8,1.1
17.0,-18.0,-17.0,-13.6,-16.9,0.85
39.0,-5.0,-5.0,-4.2,-6.7,0.78
85.0,-2.0,-1.0,-0.8,-1.1,0.99
155.0,-11.0,-12.0,-6.8,-10.5,0.65
127.0,43.0,45.0,10.2,22.1,1.49
203.0,13.0,28.0,15.7,23.1,0.9
90.0,-11.0,-15.0,-11.9,-15.5,1.0
743.0,-6.0,6.0,-4.3,-14.3,1.25
66.0,6.0,-3.0,6.2,7.5,0.97
131.0,4.0,1.0,3.0,3.6,0.59
748.0,-16.0,-36.0,-3.7,-7.0,-0.02
1009.0,32.0,9.0,2.0,6.3,1.06
102,-2,-,2.0,3.2,1.36
173.0,22.0,28.0,6.0,7.0,1.22
215.0,-12.0,-19.0,-1.5,-0.4,0.65
188.0,6.0,15.0,0.7,1.1,1.13
117.0,37.0,37.0,10.7,17.1,1.12
112.0,33.0,28.0,15.1,16.9,0.81
116.0,22.0,23.0,,,0.5
159.0,-25.0,-9.0,-2.8,-6.1,0.89
114.0,2.0,68.0,13.5,93.4,0.63
32.0,1.0,43.0,6.2,9.4,1.56
379.0,36.0,44.0,8.8,16.2,1.37
122.0,-8.0,-2.0,-0.2,-0.4,0.86
147.0,7.0,-26.0,7.3,9.0,0.97
54.0,6.0,101.0,41.4,51.6,0.99
631.0,2.0,24.0,1.4,3.0,1.26
226.0,16.0,20.0,-0.2,1.0,1.07
427.0,-11.0,14.0,-2.3,-4.7,1.17
436.0,81.0,70.0,10.9,14.2,0.79
65.0,1.0,4.0,0.6,1.4,0.8
67,-4,-,-0.6,-0.9,1.06
62.0,-26.0,-28.0,-8.9,-19.4,1.12
89.0,-5.0,-11.0,-1.6,-0.2,1.06
264.0,-8.0,-13.0,-6.0,-10.2,0.92
583.0,100.0,84.0,23.1,35.6,1.14
71.0,6.0,8.0,6.0,7.0,1.42804
390.0,12.0,8.0,1.8,3.9,1.23
85.0,22.0,21.0,,,0.791
202.0,5.0,5.0,-6.4,-9.2,0.61
158.0,25.0,29.0,12.4,16.9,0.98
87.0,2.0,-9.0,-3.2,-4.2,0.84
184.0,19.0,14.0,9.5,14.9,0.8
42.0,-9.0,-806.0,-61.6,-101.7,0.73
115.0,30.0,26.0,9.8,12.5,1.02
678.0,56.0,78.0,13.1,15.6,0.9
100.0,-10.0,-55.0,-24.2,-34.6,0.83
525.0,23.0,6.0,1.2,2.8,1.26
569.0,39.0,40.0,3.7,9.1,1.24
365.0,-124.0,-201.0,-36.5,-109.5,1.09
1288.0,49.0,27.0,5.6,22.3,1.32
491,-,4,-7.5,-13.1,0.75
337.0,71.0,42.0,15.7,21.7,1.02
51.0,14.0,13.0,6.4,6.6,0.39
291.0,8.0,-45.0,-9.3,-30.1,1.01
274.0,-9.0,-7.0,2.4,3.3,1.15
79.0,-17.0,-14.0,-12.8,-43.9,0.0
5.0,-13.0,-13.0,-17.9,-22.1,0.96
542.0,58.0,38.0,8.4,15.4,1.63
163.0,18.0,27.0,9.2,24.0,1.15
863.0,81.0,-92.0,-5.7,-5.1,1.14
179.0,19.0,25.0,1.6,2.0,0.82
343.0,4.0,-1.0,0.7,4.4,1.28
123.0,7.0,18.0,4.2,9.4,1.6
208.0,-34.0,-77.0,-25.2,-78.3,0.63
428.0,32.0,111.0,12.8,14.6,1.1
252.0,38.0,32.0,8.2,16.1,1.36
125.0,30.0,23.0,16.6,18.0,1.42
147.0,23.0,24.0,15.6,26.8,1.06
152.0,44.0,57.0,9.5,16.2,1.22
169.0,6.0,30.0,1.2,2.4,1.20931
92.0,-44.0,-25.0,-9.9,-11.7,0.9
57.0,-4.0,-5.0,-4.3,-7.5,1.09
36.0,11.0,8.0,8.8,10.7,0.97
519.0,-39.0,-43.0,-4.4,-6.3,1.09
4.0,-13.0,-12.0,-23.6,-31.7,1.37833
55.0,-37.0,-34.0,-13.3,-15.3,0.91
576.0,2.0,-16.0,-1.0,-1.9,1.18
219.0,6.0,4.0,1.5,1.7,0.83
133.0,12.0,13.0,3.5,7.5,0.71
134.0,26.0,33.0,11.1,13.7,1.42
114.0,-31.0,-37.0,-15.3,-24.4,0.83
139.0,8.0,10.0,10.6,15.8,0.62
147.0,28.0,23.0,10.1,13.5,0.81
86.0,-35.0,-76.0,-28.8,-50.5,1.06
628.0,73.0,66.0,10.2,12.7,1.04
56.0,6.0,3.0,3.3,4.6,0.68
46.0,15.0,9.0,1.3,1.7,1.01
441.0,-16.0,-12.0,-5.8,-17.7,1.21
123.0,17.0,76.0,15.5,21.7,0.79
154.0,13.0,12.0,11.3,13.8,1.61
91.0,4.0,27.0,13.1,24.6,0.85
59.0,6.0,6.0,0.9,1.2,1.43789
352.0,2.0,24.0,24.6,49.4,1.15
105.0,-16.0,-10.0,-4.2,-5.2,1.19
4014.0,152.0,161.0,7.1,11.6,1.33
47.0,-6.0,1.0,-7.2,-12.2,1.09
63.0,-17.0,-15.0,-7.3,-5.2,0.93
582.0,35.0,28.0,7.8,11.6,1.45
42.0,-21.0,-42.0,-9.3,4.7,1.04
115.0,3.0,20.0,3.9,5.2,1.12
2.0,-18.0,-12.0,-40.6,-59.7,1.7
299.0,-24.0,-7.0,-4.0,-5.6,0.71
119.0,-2.0,-3.0,0.4,0.5,1.28
229.0,5.0,14.0,-0.1,1.2,0.99
343.0,48.0,48.0,10.0,11.5,1.11
290.0,39.0,49.0,8.7,17.1,0.98
230.0,7.0,12.0,3.2,5.0,0.51
85.0,-26.0,-20.0,-6.4,-8.1,1.23
28.0,-7.0,-25.0,-17.3,-43.2,1.39
166.0,15.0,8.0,6.2,10.6,0.86
70.0,14.0,25.0,9.3,17.2,0.73
408.0,58.0,85.0,19.0,31.5,1.05
305.0,4.0,-4.0,7.2,14.1,0.86
48.0,8.0,-3.0,-24.4,-35.7,0.26
77.0,-12.0,4.0,4.1,7.2,1.07
81.0,2.0,15.0,2.7,3.6,1.77
321.0,5.0,4.0,4.0,6.1,0.74
2082.0,64.0,7.0,1.2,1.7,1.13
255.0,6.0,-5.0,-0.8,-1.2,0.13
348.0,-5.0,-10.0,3.1,6.6,1.09
503.0,26.0,-20.0,0.8,1.4,0.98
269.0,8.0,8.0,1.4,1.7,0.5
63.0,15.0,19.0,14.8,16.5,0.96
526.0,88.0,114.0,1.9,18.0,0.59
32.0,-2.0,-1.0,3.3,10.4,-0.07
64.0,6.0,26.0,20.3,31.0,1.07
135.0,24.0,16.0,1.6,1.0,1.01
464.0,8.0,-21.0,-3.3,-7.6,1.14
372.0,13.0,13.0,5.8,10.5,1.16
407.0,34.0,33.0,10.7,17.6,0.72
97.0,19.0,20.0,8.6,10.6,1.23
538.0,-37.0,-31.0,-4.8,-14.9,0.38
402.0,-24.0,21.0,-0.7,-0.8,1.17
107.0,4.0,-7.0,1.0,1.2,1.1
60.0,7.0,9.0,1.8,2.7,1.28
-,-,-,,,0.03
152.0,33.0,28.0,17.8,25.3,0.4
281.0,17.0,19.0,0.5,-1.7,0.76
155.0,11.0,9.0,6.4,9.4,1.04
99.0,15.0,21.0,11.7,18.3,1.23
238.0,-1.0,3.0,2.3,5.6,0.94
104.0,-7.0,-42.0,-20.0,-52.0,0.9
198.0,3.0,2.0,3.1,4.4,0.48
964.0,148.0,144.0,10.7,18.6,1.84
209.0,9.0,9.0,5.2,7.3,1.1
214.0,59.0,66.0,9.8,12.6,0.93
49.0,-7.0,-1.0,-3.7,-5.2,0.4
181.0,22.0,41.0,24.2,30.2,0.98
272.0,12.0,31.0,4.7,10.0,1.1
171,-,-22,-7.8,-21.6,1.13
51.0,11.0,-15.0,28.8,35.6,0.63
330.0,23.0,12.0,7.2,9.0,1.23
38.0,-15.0,-39.0,-12.3,-18.9,0.81
74.0,-12.0,-12.0,-78.7,-119.2,0.08
14.0,-13.0,-390.0,-84.5,-101.8,1.04
563.0,30.0,-64.0,-5.6,-12.1,1.01
560.0,47.0,57.0,9.5,25.9,1.18
35.0,7.0,7.0,5.2,5.6,1.5
81.0,-17.0,-8.0,1.2,1.7,1.16
308.0,-34.0,-39.0,-14.5,-31.9,1.24
161.0,22.0,29.0,12.6,20.3,1.37
19,1,-,0.3,0.4,0.66
26.0,8.0,8.0,4.2,4.5,0.55
785.0,16.0,25.0,6.8,9.0,0.99
17.0,-15.0,-19.0,-25.4,-105.9,0.71
93.0,-14.0,-32.0,-21.4,-54.0,1.16
90.0,12.0,-2.0,5.7,6.6,0.05
192.0,-13.0,8.0,1.1,1.4,1.07
32.0,-7.0,-7.0,-13.0,-19.0,0.0
102.0,4.0,6.0,7.8,17.3,0.0
15.0,-24.0,-26.0,-20.6,-25.2,1.15
10.0,-9.0,-7.0,-2.5,-2.5,0.94
48.0,-4.0,35.0,3.4,5.9,0.93
28.0,-14.0,-12.0,-15.1,-28.9,0.79
77.0,17.0,31.0,5.4,5.7,1.19
40.0,-14.0,-3.0,2.1,2.7,0.93
468.0,26.0,20.0,3.6,5.0,0.84
133.0,-3.0,28.0,3.7,9.2,0.48
26.0,5.0,-51.0,-11.7,-16.8,1.25
168.0,8.0,6.0,-1.0,-2.2,1.16
61.0,10.0,11.0,15.6,18.0,0.47
173.0,6.0,-16.0,-1.7,-2.0,0.82
173.0,7.0,23.0,5.4,6.0,0.79
91.0,-9.0,-1.0,-0.2,-0.3,1.12
368.0,31.0,21.0,6.4,17.7,0.73
48.0,-6.0,-5.0,-6.8,-9.9,1.15
302.0,18.0,12.0,3.5,8.5,0.95
129.0,-7.0,-4.0,-0.4,-0.5,1.1
174.0,39.0,39.0,11.0,27.1,0.64
427.0,-1.0,6.0,5.4,16.5,0.96
63.0,-4.0,-7.0,-6.5,-7.7,0.95
251.0,-20.0,-20.0,-4.1,-5.1,1.12
134.0,-15.0,-12.0,1.4,1.8,1.36
401.0,14.0,30.0,6.1,7.5,0.85
284.0,-5.0,-25.0,-3.5,-7.4,0.8
40.0,-4.0,5.0,-2.0,-3.2,1.16
117.0,8.0,10.0,3.6,6.7,1.2
84.0,19.0,23.0,9.8,10.4,0.69
167.0,-7.0,21.0,1.9,2.5,0.97
229.0,-19.0,-38.0,-1.2,-3.1,1.15
67.0,6.0,8.0,24.9,34.4,0.63
54.0,1.0,4.0,-1.0,-1.6,0.59
157.0,1.0,8.0,7.7,19.8,0.65
239.0,-72.0,-89.0,-34.6,-42.3,1.28
76.0,23.0,21.0,17.3,19.4,3.17
72.0,2.0,6.0,1.4,0.7,1.07
96.0,-4.0,26.0,7.9,10.0,1.0
96.0,8.0,9.0,6.0,7.3,0.97
66.0,-21.0,-37.0,-35.6,-115.7,0.96
60.0,-9.0,-5.0,-4.5,-5.0,0.49
450.0,24.0,18.0,1.3,2.4,1.13
559.0,18.0,32.0,5.1,7.2,1.42
234.0,-15.0,-10.0,-3.6,-3.7,1.33
42.0,-10.0,-1.0,-7.3,-13.6,0.67496
149.0,-22.0,-11.0,-2.9,-5.5,1.09
70,-10,-,-10.7,-17.4,1.36
115.0,-12.0,-40.0,-0.6,-1.0,0.56
19,-,-1,-56.0,-65.5,0.36
960.0,-7.0,23.0,2.0,5.5,1.03
162.0,6.0,3.0,11.4,20.8,0.64
393.0,3.0,19.0,5.7,9.8,0.98
141.0,-19.0,-19.0,-8.0,-14.8,1.15
101.0,-23.0,-31.0,-8.4,-21.7,1.05
65.0,-2.0,1.0,-3.6,-4.3,0.53
181.0,-10.0,-15.0,-14.3,-28.0,0.78
1178.0,48.0,44.0,-1.6,-3.3,0.65
