종목코드,종목명,SEC_NM_KOR,업종명,시장구분,MKT_VAL,ALL_MKT_VAL,PER,PBR,DIV
023410,유진기업,산업재,비금속,KOSDAQ,163652,146282367,3.5,0.31,4.5
277810,레인보우로보틱스,산업재,기계·장비,KOSDAQ,159642,146282367,0.0,10.05,0.0
104460,디와이피엔에프,산업재,기계·장비,KOSDAQ,155926,146282367,76.75,3.85,0.26
388050,지투파워,산업재,일반전기전자,KOSDAQ,155323,146282367,98.0,74.24,0.0
049180,셀루메드,산업재,제약,KOSDAQ,151444,146282367,25.1,4.35,0.0
038500,삼표시멘트,산업재,비금속,KOSDAQ,151083,146282367,21.05,0.65,1.88
002020,코오롱,산업재,기타금융,KOSPI,150438,146282367,2.5,0.4,2.17
095190,이엠코리아,산업재,기계·장비,KOSDAQ,148923,146282367,0.0,1.93,0.0
075580,세진중공업,산업재,운수장비,KOSPI,148832,146282367,25.93,2.58,1.95
010170,대한광통신,산업재,일반전기전자,KOSDAQ,148154,146282367,0.0,1.94,0.0
126340,비나텍,산업재,IT부품,KOSDAQ,146314,146282367,35.02,5.27,0.0
035890,서희건설,산업재,건설,KOSDAQ,145813,146282367,2.01,0.46,3.7
002990,금호건설,산업재,건설업,KOSPI,145627,146282367,1.99,0.45,9.74
001880,DL건설,산업재,건설업,KOSPI,145089,146282367,2.45,0.47,3.88
004360,세방,산업재,운수창고업,KOSPI,144410,146282367,5.91,0.34,1.44
297090,씨에스베어링,산업재,기계·장비,KOSDAQ,144032,146282367,0.0,4.2,0.0
002150,도화엔지니어링,산업재,서비스업,KOSPI,142160,146282367,19.89,1.12,3.12
105840,우진,산업재,의료정밀,KOSPI,141127,146282367,0.0,1.75,0.81
001520,동양,산업재,비금속광물,KOSPI,141050,146282367,13.77,0.28,3.59
091810,티웨이항공,산업재,운수창고업,KOSPI,140986,146282367,0.0,6.68,0.0
108490,로보티즈,산업재,소프트웨어,KOSDAQ,138535,146282367,330.77,3.49,0.0
001250,GS글로벌,산업재,유통업,KOSPI,138261,146282367,12.33,0.87,0.0
009160,SIMPAC,산업재,철강금속,KOSPI,137108,146282367,3.92,0.65,3.15
053690,한미글로벌,산업재,서비스업,KOSPI,136684,146282367,12.88,1.41,2.27
013120,동원개발,산업재,건설,KOSDAQ,134759,146282367,4.64,0.35,4.04
045100,한양이엔지,산업재,기타서비스,KOSDAQ,129897,146282367,5.37,0.6,3.89
044450,KSS해운,산업재,운수창고업,KOSPI,129650,146282367,4.16,0.68,3.37
019210,와이지-원,산업재,금속,KOSDAQ,129437,146282367,9.74,0.72,2.68
036800,나이스정보통신,산업재,통신서비스,KOSDAQ,129030,146282367,5.96,0.85,2.33
026150,특수건설,산업재,건설,KOSDAQ,128939,146282367,0.0,1.8,0.0
090360,로보스타,산업재,기계·장비,KOSDAQ,127384,146282367,116.07,2.21,0.0
388720,유일로보틱스,산업재,기계·장비,KOSDAQ,126859,146282367,47.93,10.24,0.0
079430,현대리바트,산업재,기타제조업,KOSPI,126415,146282367,16.1,0.44,0.93
028100,동아지질,산업재,건설업,KOSPI,124830,146282367,39.93,0.91,2.13
064820,케이프,산업재,운송장비·부품,KOSDAQ,124101,146282367,5.39,0.77,1.99
044060,조광ILI,산업재,기계·장비,KOSDAQ,123839,146282367,78.4,1.81,0.0
090850,현대이지웰,산업재,기타서비스,KOSDAQ,122507,146282367,11.37,2.17,0.95
002780,진흥기업,산업재,건설업,KOSPI,117592,146282367,4.32,1.36,0.0
060310,3S,산업재,기계·장비,KOSDAQ,117493,146282367,172.5,3.48,0.0
036890,진성티이씨,산업재,기계·장비,KOSDAQ,116908,146282367,11.68,1.18,2.0
043910,자연과환경,산업재,기타서비스,KOSDAQ,115893,146282367,0.0,2.1,0.0
003300,한일홀딩스,산업재,비금속광물,KOSPI,114791,146282367,7.49,0.24,5.02
011370,서한,산업재,건설,KOSDAQ,114041,146282367,2.76,0.35,3.15
014200,광림,산업재,운송장비·부품,KOSDAQ,113311,146282367,0.0,1.09,0.0
009070,KCTC,산업재,운수창고업,KOSPI,112518,146282367,7.25,0.66,1.22
013580,계룡건설,산업재,건설업,KOSPI,112279,146282367,1.28,0.28,3.56
067390,아스트,산업재,운송장비·부품,KOSDAQ,111882,146282367,0.0,1.0,0.0
065450,빅텍,산업재,의료·정밀기기,KOSDAQ,111187,146282367,32.45,2.94,0.5
036190,금화피에스시,산업재,건설,KOSDAQ,110160,146282367,7.81,0.66,4.25
361390,제노코,산업재,통신장비,KOSDAQ,109422,146282367,31.31,6.26,0.19
000390,삼화페인트,산업재,화학,KOSPI,108999,146282367,0.0,0.61,1.32
073640,테라사이언스,산업재,금속,KOSDAQ,106896,146282367,0.0,2.44,0.0
124560,태웅로직스,산업재,운송,KOSDAQ,105454,146282367,3.53,1.85,1.64
003070,코오롱글로벌,산업재,건설업,KOSPI,104081,146282367,3.29,0.76,2.79
007210,벽산,산업재,비금속광물,KOSPI,103149,146282367,0.0,0.63,0.39
015860,일진홀딩스,산업재,기타금융,KOSPI,102978,146282367,12.91,0.62,2.66
007820,에스엠코어,산업재,기계·장비,KOSDAQ,102666,146282367,0.0,2.04,0.71
274090,켄코아에어로스페이스,산업재,운송장비·부품,KOSDAQ,101696,146282367,0.0,6.43,0.0
016800,퍼시스,산업재,기타제조업,KOSPI,100884,146282367,6.15,0.56,3.64
013570,디와이,산업재,기타금융,KOSPI,100225,146282367,0.0,0.49,1.76
067900,와이엔텍,산업재,기타서비스,KOSDAQ,99834,146282367,8.08,0.98,0.0
010820,퍼스텍,산업재,기계,KOSPI,99401,146282367,47.28,4.23,0.0
004140,동방,산업재,운수창고업,KOSPI,98942,146282367,0.0,1.02,0.0
377450,리파인,산업재,기타서비스,KOSDAQ,98504,146282367,8.25,1.27,0.0
054180,메디콕스,산업재,운송장비·부품,KOSDAQ,97452,146282367,0.0,1.76,0.0
043220,티에스넥스젠,산업재,기계·장비,KOSDAQ,96315,146282367,0.0,2.29,0.0
066980,이엔코퍼레이션,산업재,디지털컨텐츠,KOSDAQ,94805,146282367,5.33,1.22,0.0
267320,나인테크,산업재,IT부품,KOSDAQ,93996,146282367,0.0,5.51,0.0
109610,에스와이,산업재,금속,KOSDAQ,93780,146282367,16.5,0.91,0.0
014280,금강공업,산업재,철강금속,KOSPI,93599,146282367,8.91,0.6,1.47
277880,티에스아이,산업재,기계·장비,KOSDAQ,91352,146282367,158.73,4.56,0.0
024880,케이피에프,산업재,금속,KOSDAQ,91022,146282367,0.0,0.92,0.0
005960,동부건설,산업재,건설업,KOSPI,90834,146282367,2.05,0.43,8.61
068400,SK렌터카,산업재,서비스업,KOSPI,90377,146282367,18.34,0.78,0.0
018310,삼목에스폼,산업재,금속,KOSDAQ,89986,146282367,7.63,0.64,0.54
024810,이화전기,산업재,IT부품,KOSDAQ,89710,146282367,3.04,0.34,0.0
129920,대성하이텍,산업재,기계·장비,KOSDAQ,88594,146282367,16.55,5.72,0.0
004960,한신공영,산업재,건설업,KOSPI,87839,146282367,2.88,0.21,2.9
095570,AJ네트웍스,산업재,서비스업,KOSPI,87651,146282367,4.22,0.89,3.75
090350,노루페인트,산업재,화학,KOSPI,85634,146282367,12.9,0.54,3.02
033100,제룡전기,산업재,IT부품,KOSDAQ,83838,146282367,110.0,2.18,0.62
037440,희림,산업재,기타서비스,KOSDAQ,83758,146282367,19.18,1.97,1.6
114190,강원에너지,산업재,금속,KOSDAQ,83228,146282367,20.56,5.39,0.0
036560,영풍정밀,산업재,기계·장비,KOSDAQ,82963,146282367,14.41,0.53,3.26
049720,고려신용정보,산업재,기타서비스,KOSDAQ,82368,146282367,16.95,5.04,2.5
005870,휴니드,산업재,전기전자,KOSPI,82334,146282367,8.04,0.79,0.0
210540,디와이파워,산업재,기계,KOSPI,82150,146282367,4.26,0.59,2.5
000700,유수홀딩스,산업재,서비스업,KOSPI,81922,146282367,6.48,0.49,6.23
103590,일진전기,산업재,전기전자,KOSPI,81874,146282367,13.7,0.63,1.81
060560,홈센타홀딩스,산업재,유통,KOSDAQ,81811,146282367,16.08,1.32,0.0
060370,KT서브마린,산업재,건설,KOSDAQ,81764,146282367,0.0,1.35,0.46
025750,한솔홈데코,산업재,종이목재,KOSPI,81435,146282367,19.56,0.67,1.5
004380,삼익THK,산업재,기계,KOSPI,81270,146282367,22.59,1.35,2.33
317400,자이에스앤디,산업재,서비스업,KOSPI,81152,146282367,7.37,0.99,2.58
002460,화성산업,산업재,건설업,KOSPI,80388,146282367,5.84,0.42,6.94
019990,에너토크,산업재,기계·장비,KOSDAQ,80351,146282367,59.79,2.45,0.6
053590,한국테크놀로지,산업재,유통,KOSDAQ,80185,146282367,0.0,5.35,0.0
097230,HJ중공업,산업재,건설업,KOSPI,80077,146282367,0.0,1.16,0.0
016880,웅진,산업재,서비스업,KOSPI,79416,146282367,4.78,1.81,0.0
186230,그린플러스,산업재,금속,KOSDAQ,78636,146282367,0.0,2.49,0.0
130580,나이스디앤비,산업재,기타서비스,KOSDAQ,78579,146282367,9.1,1.67,2.93
071670,에이테크솔루션,산업재,기계·장비,KOSDAQ,77880,146282367,21.18,1.5,0.0
065950,웰크론,산업재,섬유·의류,KOSDAQ,77783,146282367,11.63,1.19,1.49
017040,광명전기,산업재,전기전자,KOSPI,77522,146282367,20.86,1.12,0.36
140670,알에스오토메이션,산업재,IT부품,KOSDAQ,76714,146282367,48.01,3.01,0.0
014940,오리엔탈정공,산업재,기계·장비,KOSDAQ,76700,146282367,33.0,2.0,0.0
214430,아이쓰리시스템,산업재,일반전기전자,KOSDAQ,76412,146282367,39.67,1.82,0.52
014790,한라,산업재,건설업,KOSPI,75244,146282367,3.54,0.45,2.52
206400,베노홀딩스,산업재,건설,KOSDAQ,75084,146282367,8.45,1.0,0.0
039570,HDC랩스,산업재,건설업,KOSPI,74664,146282367,14.27,0.76,5.32
015230,대창단조,산업재,운수장비,KOSPI,74531,146282367,5.39,0.67,2.43
051490,나라엠앤디,산업재,기계·장비,KOSDAQ,73601,146282367,26.03,1.12,0.73
034950,한국기업평가,산업재,기타서비스,KOSDAQ,73416,146282367,14.09,3.13,4.83
225530,보광산업,산업재,비금속,KOSDAQ,73223,146282367,24.16,2.8,2.31
009410,태영건설,산업재,건설업,KOSPI,73053,146282367,3.26,0.35,5.59
101930,인화정공,산업재,운송장비·부품,KOSDAQ,72806,146282367,9.98,0.8,0.0
229640,LS전선아시아,산업재,기타금융,KOSPI,72627,146282367,15.74,1.5,3.14
006340,대원전선,산업재,전기전자,KOSPI,72565,146282367,83.61,1.26,0.0
000860,강남제비스코,산업재,화학,KOSPI,72140,146282367,3.26,0.25,2.21
042940,상지카일룸,산업재,건설,KOSDAQ,69917,146282367,0.0,1.26,0.0
053080,원방테크,산업재,기계·장비,KOSDAQ,68795,146282367,18.56,1.13,2.38
042370,비츠로테크,산업재,금융,KOSDAQ,68497,146282367,13.76,0.87,0.73
001140,국보,산업재,운수창고업,KOSPI,68486,146282367,0.0,2.13,0.0
017550,수산중공업,산업재,기계,KOSPI,68480,146282367,13.98,1.3,0.34
092130,이크레더블,산업재,기타서비스,KOSDAQ,67251,146282367,15.1,3.32,15.59
006390,한일현대시멘트,산업재,비금속광물,KOSPI,66974,146282367,10.19,1.29,5.1
109860,동일금속,산업재,금속,KOSDAQ,66366,146282367,12.03,1.29,1.17
007110,일신석재,산업재,유통업,KOSPI,65807,146282367,0.0,2.13,0.0
002410,범양건영,산업재,건설업,KOSPI,65784,146282367,21.68,1.22,0.0
058850,KTcs,산업재,서비스업,KOSPI,65635,146282367,5.06,0.52,4.36
077970,STX엔진,산업재,기계,KOSPI,65345,146282367,8875.0,1.73,0.0
058860,KTis,산업재,서비스업,KOSPI,65198,146282367,3.59,0.47,3.63
010960,삼호개발,산업재,건설업,KOSPI,64960,146282367,6.54,0.41,4.68
086670,비엠티,산업재,기계·장비,KOSDAQ,63726,146282367,24.4,1.74,0.87
226360,KH 건설,산업재,건설,KOSDAQ,63571,146282367,0.0,0.54,0.0
230980,에이트원,산업재,출판·매체복제,KOSDAQ,62698,146282367,0.0,2.75,0.0
009180,한솔로지스틱스,산업재,운수창고업,KOSPI,62234,146282367,3.73,1.12,1.88
013360,일성건설,산업재,건설업,KOSPI,61361,146282367,32.19,1.56,0.95
058730,다스코,산업재,기계,KOSPI,61306,146282367,0.0,0.77,0.0
001840,이화공영,산업재,건설,KOSDAQ,60457,146282367,0.0,2.4,0.0
017000,신원종합개발,산업재,건설,KOSDAQ,60016,146282367,19.2,0.84,0.0
041440,현대에버다임,산업재,기계·장비,KOSDAQ,59902,146282367,0.0,0.8,0.0
013700,까뮤이앤씨,산업재,건설업,KOSPI,59493,146282367,0.0,0.97,0.93
090410,덕신하우징,산업재,금속,KOSDAQ,58757,146282367,27.24,1.21,0.0
085310,엔케이,산업재,기계,KOSPI,58740,146282367,7.18,0.78,0.0
000910,유니온,산업재,비금속광물,KOSPI,58567,146282367,10.9,0.73,2.03
016250,SGC이테크건설,산업재,건설,KOSDAQ,58488,146282367,1.76,0.59,3.0
034300,신세계건설,산업재,건설업,KOSPI,57342,146282367,3.85,0.44,3.38
008250,이건산업,산업재,종이목재,KOSPI,57046,146282367,8.23,0.51,2.23
171120,라이온켐텍,산업재,화학,KOSDAQ,56286,146282367,20.23,1.49,2.08
003010,혜인,산업재,유통업,KOSPI,56143,146282367,13.83,0.68,1.85
105740,디케이락,산업재,기계·장비,KOSDAQ,55363,146282367,10.38,0.94,1.81
084180,EV수성,산업재,기계·장비,KOSDAQ,55053,146282367,0.0,2.32,0.0
159010,아스플로,산업재,기계·장비,KOSDAQ,54415,146282367,28.33,2.71,0.0
066620,국보디자인,산업재,건설,KOSDAQ,54338,146282367,6.07,0.52,1.97
309930,오하임아이엔티,산업재,유통,KOSDAQ,53676,146282367,16.86,2.47,0.0
099440,스맥,산업재,기계·장비,KOSDAQ,53333,146282367,0.0,1.03,0.0
076080,웰크론한텍,산업재,건설,KOSDAQ,52583,146282367,0.0,1.28,0.0
096350,대창솔루션,산업재,금속,KOSDAQ,52102,146282367,0.0,1.85,0.0
100840,SNT에너지,산업재,기계,KOSPI,52006,146282367,11.06,0.58,3.7
049800,우진플라임,산업재,기계,KOSPI,51920,146282367,3.91,1.07,1.14
054930,유신,산업재,기타서비스,KOSDAQ,51450,146282367,8.5,1.09,2.19
155900,바다로19호,산업재,서비스업,KOSPI,50616,146282367,,,
065570,삼영이엔씨,산업재,통신장비,KOSDAQ,50522,146282367,124.15,1.09,0.0
000320,노루홀딩스,산업재,기타금융,KOSPI,50473,146282367,80.07,0.35,3.67
094280,효성ITX,산업재,서비스업,KOSPI,50111,146282367,12.37,1.72,5.02
089140,넥스턴바이오,산업재,기계·장비,KOSDAQ,49920,146282367,0.0,0.86,0.0
037350,성도이엔지,산업재,기타서비스,KOSDAQ,49292,146282367,3.77,0.31,2.68
046940,우원개발,산업재,건설,KOSDAQ,49191,146282367,66.46,0.78,0.0
108380,대양전기공업,산업재,운송장비·부품,KOSDAQ,48736,146282367,14.88,0.58,0.71
189860,서전기전,산업재,일반전기전자,KOSDAQ,48445,146282367,0.0,2.41,0.0
038010,제일테크노스,산업재,금속,KOSDAQ,48379,146282367,96.33,1.0,0.58
021320,KCC건설,산업재,건설,KOSDAQ,48240,146282367,2.81,0.3,2.71
101170,우림피티에스,산업재,기계·장비,KOSDAQ,47750,146282367,29.55,1.27,1.27
049430,코메론,산업재,의료·정밀기기,KOSDAQ,47706,146282367,4.05,0.46,2.16
054540,삼영엠텍,산업재,금속,KOSDAQ,47411,146282367,0.0,0.88,1.34
004910,조광페인트,산업재,화학,KOSPI,47117,146282367,0.0,0.47,1.22
011090,에넥스,산업재,기타제조업,KOSPI,46793,146282367,7.47,1.16,0.0
101670,코리아에스이,산업재,금속,KOSDAQ,46296,146282367,0.0,2.41,0.0
005430,한국공항,산업재,운수창고업,KOSPI,46218,146282367,37.11,0.42,0.0
198440,고려시멘트,산업재,비금속,KOSDAQ,45498,146282367,23.93,0.95,0.43
015590,큐로,산업재,기계,KOSPI,44864,146282367,0.0,0.93,0.0
119850,지엔씨에너지,산업재,일반전기전자,KOSDAQ,44516,146282367,15.65,0.74,1.15
011390,부산산업,산업재,비금속광물,KOSPI,44403,146282367,0.0,1.67,0.29
011560,세보엠이씨,산업재,건설,KOSDAQ,44096,146282367,7.65,0.55,2.81
071970,STX중공업,산업재,기계,KOSPI,43979,146282367,0.0,0.89,0.0
036120,SCI평가정보,산업재,기타서비스,KOSDAQ,43811,146282367,17.92,3.59,1.33
000500,가온전선,산업재,전기전자,KOSPI,43334,146282367,14.57,0.32,1.94
006050,국영지앤엠,산업재,비금속,KOSDAQ,43064,146282367,0.0,1.1,0.0
119650,KC코트렐,산업재,기계,KOSPI,42911,146282367,5.09,1.39,0.0
255220,SG,산업재,비금속,KOSDAQ,42107,146282367,0.0,0.91,0.0
005750,대림B&Co,산업재,비금속광물,KOSPI,42072,146282367,78.03,0.54,2.52
004440,삼일씨엔에스,산업재,비금속광물,KOSPI,41832,146282367,0.0,0.41,0.0
022220,TKG애강,산업재,화학,KOSDAQ,41384,146282367,19.32,0.98,0.0
039610,화성밸브,산업재,기계·장비,KOSDAQ,41063,146282367,30.22,0.93,0.0
025950,동신건설,산업재,건설,KOSDAQ,40824,146282367,0.0,1.8,0.83
065710,서호전기,산업재,일반전기전자,KOSDAQ,40556,146282367,5.55,1.13,5.33
119500,포메탈,산업재,금속,KOSDAQ,40429,146282367,30.88,1.32,1.14
317850,대모,산업재,기계·장비,KOSDAQ,40207,146282367,12.64,1.22,2.57
001260,남광토건,산업재,건설업,KOSPI,40152,146282367,4.87,1.2,0.0
092460,한라IMS,산업재,운송장비·부품,KOSDAQ,39886,146282367,23.88,1.06,1.77
024840,KBI메탈,산업재,금속,KOSDAQ,38058,146282367,0.0,0.6,0.0
010660,화천기계,산업재,기계,KOSPI,37934,146282367,11.53,0.49,0.32
091590,남화토건,산업재,건설,KOSDAQ,37660,146282367,6.91,0.59,2.01
000850,화천기공,산업재,기계,KOSPI,37363,146282367,7.87,0.24,3.0
023350,한국종합기술,산업재,서비스업,KOSPI,37308,146282367,7.83,0.61,1.2
050860,아세아텍,산업재,기계·장비,KOSDAQ,37193,146282367,12.72,0.59,1.75
039020,이건홀딩스,산업재,종이·목재,KOSDAQ,36612,146282367,11.15,0.53,1.86
038390,레드캡투어,산업재,기타서비스,KOSDAQ,36256,146282367,13.54,0.93,3.98
199820,제일전기공업,산업재,일반전기전자,KOSDAQ,34797,146282367,9.98,1.11,2.59
010240,흥국,산업재,기계·장비,KOSDAQ,34442,146282367,6.33,0.87,3.08
017510,세명전기,산업재,금속,KOSDAQ,34364,146282367,24.15,0.77,1.89
008830,대동기어,산업재,기계·장비,KOSDAQ,34350,146282367,18.49,1.27,0.41
045340,토탈소프트,산업재,소프트웨어,KOSDAQ,34266,146282367,16.25,3.02,0.0
147830,제룡산업,산업재,금속,KOSDAQ,33534,146282367,8.24,0.92,3.22
040610,SG&G,산업재,운송,KOSDAQ,33235,146282367,4.42,0.22,0.0
033540,파라텍,산업재,기계·장비,KOSDAQ,32675,146282367,62.0,0.74,0.0
006920,모헨즈,산업재,비금속,KOSDAQ,32673,146282367,0.0,2.08,0.0
221840,하이즈항공,산업재,운송장비·부품,KOSDAQ,32609,146282367,0.0,1.1,0.0
023960,에쓰씨엔지니어링,산업재,건설업,KOSPI,32592,146282367,0.0,2.04,0.0
138070,신진에스엠,산업재,금속,KOSDAQ,32118,146282367,13.2,0.84,3.27
014130,한익스프레스,산업재,운수창고업,KOSPI,31864,146282367,20.88,0.84,0.0
099410,동방선기,산업재,운송장비·부품,KOSDAQ,31572,146282367,44.62,1.64,0.0
024800,유성티엔에스,산업재,운송,KOSDAQ,31279,146282367,1.95,0.23,0.0
073010,케이에스피,산업재,기계·장비,KOSDAQ,31190,146282367,44.13,3.83,0.0
333430,일승,산업재,운송장비·부품,KOSDAQ,30819,146282367,0.0,5.86,0.0
129260,인터지스,산업재,운수창고업,KOSPI,30444,146282367,5.8,0.42,3.32
008470,부스타,산업재,금속,KOSDAQ,30434,146282367,18.21,0.52,1.18
092440,기신정기,산업재,기계,KOSPI,30415,146282367,11.1,0.44,4.03
002290,삼일기업공사,산업재,건설,KOSDAQ,29996,146282367,17.23,0.82,2.44
100660,서암기계공업,산업재,기계·장비,KOSDAQ,28665,146282367,64.36,1.31,0.54
048770,TPC,산업재,기계·장비,KOSDAQ,28506,146282367,31.55,1.69,0.8
228340,동양파일,산업재,비금속,KOSDAQ,27760,146282367,29.16,0.59,0.0
030960,양지사,산업재,출판·매체복제,KOSDAQ,27406,146282367,178.65,1.24,0.29
044780,에이치케이,산업재,기계·장비,KOSDAQ,26848,146282367,6.24,0.62,2.15
134790,시디즈,산업재,기타제조업,KOSPI,26588,146282367,7.5,1.58,0.69
035200,프럼파스트,산업재,화학,KOSDAQ,25700,146282367,16.9,0.99,1.17
069140,누리플랜,산업재,금속,KOSDAQ,24892,146282367,36.37,1.06,0.0
060260,뉴보텍,산업재,화학,KOSDAQ,24598,146282367,0.0,2.83,0.0
033050,제이엠아이,산업재,출판·매체복제,KOSDAQ,23835,146282367,19.67,0.99,0.0
317830,에스피시스템스,산업재,기계·장비,KOSDAQ,21788,146282367,0.0,2.48,0.0
004870,티웨이홀딩스,산업재,비금속광물,KOSPI,21590,146282367,0.0,1.06,0.0
071950,코아스,산업재,기타제조업,KOSPI,21366,146282367,0.0,1.56,0.0
043340,에쎈테크,산업재,기계·장비,KOSDAQ,21017,146282367,0.0,2.9,0.0
011810,STX,산업재,유통업,KOSPI,20796,146282367,0.0,1.48,0.0
044180,KD,산업재,건설,KOSDAQ,20713,146282367,0.0,0.58,0.0
237750,피앤씨테크,산업재,일반전기전자,KOSDAQ,20377,146282367,11.58,0.61,0.0
101000,상상인인더스트리,산업재,기계·장비,KOSDAQ,20316,146282367,0.0,2.12,0.0
032280,삼일,산업재,운송,KOSDAQ,19437,146282367,0.0,0.58,1.35
192390,윈하이텍,산업재,금속,KOSDAQ,19361,146282367,0.0,0.72,0.0
084670,동양고속,산업재,운수창고업,KOSPI,19299,146282367,0.0,0.48,0.0
254120,자비스,산업재,기계·장비,KOSDAQ,19077,146282367,0.0,3.98,0.0
007680,대원,산업재,건설,KOSDAQ,18094,146282367,3.53,0.35,3.57
053160,프리엠스,산업재,일반전기전자,KOSDAQ,16402,146282367,35.58,0.76,0.62
079000,와토스코리아,산업재,화학,KOSDAQ,15771,146282367,30.05,0.58,3.38
010400,우진아이엔에스,산업재,건설업,KOSPI,15439,146282367,0.0,0.44,1.58
059270,해성티피씨,산업재,금속,KOSDAQ,13861,146282367,0.0,1.74,0.0
073190,듀오백,산업재,기타제조,KOSDAQ,13816,146282367,0.0,1.1,0.0
079650,서산,산업재,비금속,KOSDAQ,13728,146282367,10.89,0.64,0.0
000650,천일고속,산업재,운수창고업,KOSPI,13206,146282367,0.0,2.62,3.79
006570,대림통상,산업재,기계,KOSPI,10977,146282367,189.74,0.72,0.0
015760,한국전력,유틸리티,전기가스업,KOSPI,5878786,11362507,0.0,0.2,0.0
036460,한국가스공사,유틸리티,전기가스업,KOSPI,1748870,11362507,3.8,0.41,6.48
051600,한전KPS,유틸리티,건설업,KOSPI,868770,11362507,17.97,1.59,3.04
052690,한전기술,유틸리티,서비스업,KOSPI,823450,11362507,160.88,5.15,0.34
016710,대성홀딩스,유틸리티,서비스업,KOSPI,381851,11362507,84.52,3.0,0.28
004690,삼천리,유틸리티,전기가스업,KOSPI,376813,11362507,11.88,0.53,1.45
018670,SK가스,유틸리티,유통업,KOSPI,294629,11362507,4.1,0.48,4.47
130660,한전산업,유틸리티,서비스업,KOSPI,242740,11362507,41.48,4.18,1.81
017940,E1,유틸리티,유통업,KOSPI,175067,11362507,2.04,0.21,4.74
017390,서울가스,유틸리티,전기가스업,KOSPI,128500,11362507,120.15,0.96,0.68
117580,대성에너지,유틸리티,전기가스업,KOSPI,96883,11362507,31.15,1.16,1.85
053050,지에스이,유틸리티,전기·가스·수도,KOSDAQ,91471,11362507,45.07,2.34,0.62
071320,지역난방공사,유틸리티,전기가스업,KOSPI,76593,11362507,22.52,0.2,2.53
015360,예스코홀딩스,유틸리티,서비스업,KOSPI,66240,11362507,6.81,0.3,6.52
267290,경동도시가스,유틸리티,전기가스업,KOSPI,65115,11362507,6.26,0.37,3.72
003480,한진중공업홀딩스,유틸리티,전기가스업,KOSPI,44339,11362507,0.0,0.31,2.6
034590,인천도시가스,유틸리티,전기가스업,KOSPI,29451,11362507,31.13,0.6,4.46
033780,KT&G,필수소비재,기타제조업,KOSPI,8980577,28215619,10.48,1.08,5.8
097950,CJ제일제당,필수소비재,음식료품,KOSPI,3135185,28215619,10.47,1.05,1.25
271560,오리온,필수소비재,음식료품,KOSPI,2158673,28215619,14.96,1.74,0.77
004990,롯데지주,필수소비재,기타금융,KOSPI,1085811,28215619,9.59,0.42,3.62
000080,하이트진로,필수소비재,음식료품,KOSPI,930392,28215619,29.24,1.93,2.65
004370,농심,필수소비재,음식료품,KOSPI,906314,28215619,17.26,0.79,1.34
026960,동서,필수소비재,유통업,KOSPI,713354,28215619,20.76,1.64,2.94
005300,롯데칠성,필수소비재,음식료품,KOSPI,600158,28215619,11.54,1.07,1.95
007310,오뚜기,필수소비재,음식료품,KOSPI,589904,28215619,12.42,1.07,1.69
003230,삼양식품,필수소비재,음식료품,KOSPI,445164,28215619,14.9,2.15,0.9
001680,대상,필수소비재,음식료품,KOSPI,421147,28215619,5.52,0.65,3.62
140410,메지온,필수소비재,기타서비스,KOSDAQ,357260,28215619,0.0,7.37,0.0
003580,HLB글로벌,필수소비재,광업,KOSPI,305043,28215619,0.0,3.13,0.0
016790,카나리아바이오,필수소비재,음식료·담배,KOSDAQ,289945,28215619,0.0,11.59,0.09
001800,오리온홀딩스,필수소비재,기타금융,KOSPI,283658,28215619,9.9,0.41,4.59
003380,하림지주,필수소비재,금융,KOSDAQ,268477,28215619,1.94,0.29,1.25
000070,삼양홀딩스,필수소비재,기타금융,KOSPI,262837,28215619,2.22,0.3,4.4
280360,롯데제과,필수소비재,음식료품,KOSPI,245676,28215619,22.79,0.64,1.29
006040,동원산업,필수소비재,"농업, 임업 및 어업",KOSPI,238366,28215619,4.51,0.53,2.24
051500,CJ프레시웨이,필수소비재,유통,KOSDAQ,222236,28215619,16.04,1.74,0.83
005180,빙그레,필수소비재,음식료품,KOSPI,217703,28215619,0.0,0.71,3.1
017810,풀무원,필수소비재,음식료품,KOSPI,186181,28215619,40.62,1.15,0.77
267980,매일유업,필수소비재,음식료·담배,KOSDAQ,185800,28215619,5.74,0.84,2.13
049770,동원F&B,필수소비재,음식료품,KOSPI,168991,28215619,8.38,0.73,2.32
035810,이지홀딩스,필수소비재,음식료·담배,KOSDAQ,159800,28215619,9.71,0.44,1.41
051160,지어소프트,필수소비재,소프트웨어,KOSDAQ,139951,28215619,25.43,2.29,0.0
005610,SPC삼립,필수소비재,음식료품,KOSPI,136511,28215619,15.85,1.91,1.9
001130,대한제분,필수소비재,음식료품,KOSPI,132327,28215619,2.76,0.27,1.72
136480,하림,필수소비재,음식료·담배,KOSDAQ,124977,28215619,22.78,1.02,1.05
145990,삼양사,필수소비재,음식료품,KOSPI,124844,28215619,9.84,0.32,3.1
005860,한일사료,필수소비재,음식료·담배,KOSDAQ,123633,28215619,32.35,3.38,0.42
001790,대한제당,필수소비재,음식료품,KOSPI,119781,28215619,13.8,0.57,3.62
136490,선진,필수소비재,음식료품,KOSPI,117233,28215619,5.47,0.57,1.01
003920,남양유업,필수소비재,음식료품,KOSPI,113947,28215619,0.0,0.4,0.26
072710,농심홀딩스,필수소비재,기타금융,KOSPI,102542,28215619,6.33,0.3,2.99
